品质,工作要求,工作要求
"[0, 16, 3]","[40, 29]","[90, 63]"
[21],[],[90]
"[0, 3, 4, 11, 16, 21]","[32, 28, 29, 31]",[]
"[13, 4, 21, 23]",[39],[]
[21],[32],[63]
[],[],[86]
[],"[40, 32, 29, 31]",[65]
"[16, 21]","[32, 39, 29, 30, 31]",[64]
[21],[32],"[90, 63]"
[21],"[28, 29, 30, 39]","[90, 63]"
"[18, 14]",[30],[65]
"[2, 6, 12, 14, 21, 27]","[40, 35, 28, 30]",[57]
"[16, 11, 4, 20]","[29, 30]",[63]
[13],"[29, 31]",[]
"[0, 3, 16, 21, 26]",[29],[]
[4],"[29, 39]",[65]
[21],"[40, 29, 30]",[65]
"[0, 21]","[40, 35, 29, 31]","[90, 63]"
"[4, 10, 11, 23, 26]","[28, 29]","[64, 63]"
"[4, 21]",[29],[63]
[21],"[35, 29]","[65, 90, 63]"
"[0, 4, 21]","[32, 39]","[90, 63]"
[],[40],[]
[],"[40, 29]",[90]
"[16, 6]","[28, 29]","[64, 63]"
"[20, 21]",[39],[77]
"[3, 4, 14, 16, 21]","[35, 29, 30]",[90]
"[3, 8, 12, 13, 14, 16, 21]","[40, 35, 29]",[90]
"[0, 13, 12, 21]","[35, 31, 29, 39]",[63]
"[0, 16, 3, 21]","[33, 29, 39]","[90, 85, 63]"
"[10, 21]","[32, 28, 29]","[64, 63]"
"[0, 4, 16, 18, 21, 23]","[32, 29]","[65, 67]"
"[0, 3, 21]",[40],[63]
[],[],[63]
"[0, 4]","[34, 35, 29, 31]",[]
"[16, 3, 4, 21]","[32, 29, 31]",[63]
"[16, 3, 4]","[32, 29, 31]",[63]
[0],"[29, 39]",[63]
"[16, 0, 21, 8]","[29, 39]",[63]
[12],[],[63]
"[4, 21, 6]","[32, 29, 30, 39]","[64, 63]"
[21],"[32, 29]",[63]
"[0, 21]","[32, 39]","[90, 86, 63]"
"[4, 21]","[32, 39, 40, 28, 29]",[63]
"[0, 12, 21]",[29],[63]
"[26, 3, 4, 21]",[29],[]
"[0, 3, 21, 6]",[],"[90, 63]"
[],"[28, 29, 39]",[63]
[0],[],[]
"[21, 23]","[39, 29, 31]",[90]
[21],[31],[63]
"[0, 21]","[29, 39]","[90, 63]"
"[10, 3, 21]","[28, 29, 31]",[63]
[8],[],[63]
"[3, 12, 16, 18, 21]","[32, 29]",[]
"[0, 2, 3, 16, 21]","[28, 29, 38, 31]",[63]
"[0, 3, 6, 10, 13]","[40, 29]","[88, 65, 90, 86]"
"[16, 10, 21]","[32, 29]","[57, 90, 63]"
"[0, 3, 21, 6]","[40, 29, 30]","[90, 70, 63]"
[],[28],[]
[21],[29],"[90, 85]"
"[3, 13, 15, 16, 20, 21]",[29],[]
"[16, 3, 21]","[40, 39]",[63]
"[16, 0, 11, 20]","[35, 39, 40, 28, 29, 30]",[63]
[21],"[40, 29, 39]","[68, 86, 90, 62, 63]"
[21],"[32, 29, 39]",[65]
"[8, 0, 21]","[40, 29]",[90]
[21],[29],[63]
[21],"[38, 42, 28, 29, 31]","[81, 65, 85, 63]"
[4],[28],[]
[],[],[65]
"[16, 17, 21]","[32, 35, 39, 28, 29]","[57, 63]"
"[4, 23]",[35],[63]
[],"[32, 40, 39]",[63]
[21],"[32, 29]","[64, 63]"
[],[],[63]
[21],[],[63]
"[11, 21]","[40, 28, 29, 39]",[63]
"[4, 21, 23]","[31, 29, 39]","[48, 63]"
"[2, 11, 21, 23, 26]","[32, 38, 42, 28, 29, 31]",[63]
"[0, 3, 21]",[39],[]
"[0, 4, 21]","[29, 39]",[63]
[4],[29],"[67, 63]"
"[0, 26, 21]",[31],[]
"[3, 21]","[42, 29, 39]","[90, 63]"
[8],[35],"[85, 63]"
"[11, 4, 21, 22]","[28, 29, 31]","[65, 90, 70, 63]"
"[16, 21, 23]","[42, 29, 31]",[63]
[],"[29, 39]","[77, 63]"
[21],[29],[90]
[21],"[32, 31, 39]",[63]
"[16, 4, 21]","[32, 29]","[90, 63]"
"[3, 12]","[35, 28, 29, 30]",[]
[3],[29],"[86, 63]"
"[0, 3]",[],[83]
"[26, 10, 21]","[32, 35, 28, 29]",[63]
"[8, 21]",[29],[90]
[21],"[40, 31, 39]","[65, 63]"
"[10, 11, 19, 20, 21]","[28, 29, 39]","[90, 83]"
"[0, 21]","[35, 31, 39]","[82, 90, 86, 63]"
"[0, 2, 21]",[],"[65, 63]"
"[10, 21]","[32, 29]",[63]
[],[],[63]
[],"[32, 40]",[]
"[21, 23]","[32, 33, 35, 39, 29]",[63]
[],"[32, 33, 29, 39]","[90, 63]"
[21],[29],[]
[],"[32, 40]",[63]
"[16, 8]","[29, 30, 31]","[64, 63]"
"[12, 21, 23]","[32, 29]",[63]
"[8, 12, 21, 23]",[28],[]
"[0, 2, 3, 4, 8, 16, 23, 26]","[31, 29, 39]","[90, 63]"
"[0, 2, 3, 21, 26]","[28, 29, 30, 39]","[90, 63]"
[],[],[63]
"[8, 26, 3, 12]",[],[]
"[8, 26, 3, 12]",[29],[90]
"[0, 16, 26, 3]","[40, 29]",[63]
[8],"[28, 39]",[64]
[16],"[40, 31, 28, 39]",[]
[21],"[40, 29]","[90, 63]"
"[0, 26, 3, 21]",[31],"[90, 63]"
"[13, 4, 21, 23]","[36, 29, 31]",[63]
[],[],[86]
[3],[39],[73]
"[0, 4, 21, 6]","[40, 29]","[90, 63]"
[8],"[28, 31, 30, 39]",[]
[26],"[40, 29]",[63]
[0],[],[63]
"[8, 11, 20]","[29, 30, 39]",[]
"[0, 3, 21, 23]","[29, 31]",[]
"[0, 11, 21]","[39, 40, 28, 29, 30]","[90, 63]"
"[0, 3, 4, 12, 26]",[],[63]
"[0, 3, 12]",[],[88]
"[3, 21]",[40],[]
"[18, 4]","[32, 43, 29, 30]",[]
[8],"[40, 29]","[90, 63]"
"[16, 12, 21, 23]","[31, 29, 30, 39]","[90, 86, 63]"
[21],[29],[]
[],"[34, 35, 28, 29, 31]",[63]
"[4, 21]",[28],[63]
"[11, 21]","[40, 29, 30]","[65, 63]"
[20],"[40, 29]","[90, 63]"
"[12, 21]",[29],[63]
[21],[],[]
"[13, 21]",[32],[65]
[],"[40, 29]",[63]
"[2, 26, 21]","[32, 29, 39]",[90]
"[0, 26, 13]","[40, 28, 30]",[64]
[21],"[40, 29, 30]","[51, 52, 63]"
"[16, 4, 6]","[32, 29, 38]","[90, 86]"
[],"[29, 39]",[63]
"[26, 21]",[],"[65, 63]"
"[3, 21]","[40, 33, 28, 39]",[63]
"[11, 4, 22]","[35, 29, 38, 39]","[65, 63]"
"[0, 3, 6, 11, 21]","[40, 29]",[]
"[0, 26, 4, 21]",[],[]
"[21, 13]","[29, 39]","[64, 63]"
"[0, 21]",[],[90]
[10],[],[]
[],[],[]
"[0, 8, 11, 20, 21]","[29, 30]","[64, 84]"
"[0, 12]",[],[90]
"[0, 3, 4, 13]","[40, 29, 39]","[65, 90, 63]"
"[11, 21]","[28, 29]",[]
"[4, 21, 23]","[32, 29]",[]
[],"[32, 29]",[]
[],[],[]
"[18, 3, 4, 21]","[32, 29]","[65, 63]"
[21],"[35, 31, 29, 39]",[63]
"[26, 4, 21]","[40, 39]","[65, 63]"
"[3, 20]","[29, 30, 31]",[90]
"[3, 13]","[39, 29, 31]",[90]
"[0, 26, 3]","[29, 31]","[90, 67, 63]"
"[0, 1, 4, 21]",[],"[67, 63]"
"[0, 21]","[40, 29]",[63]
[21],"[32, 29, 39]",[63]
[21],[],[]
[21],"[40, 33, 29, 31]","[90, 63]"
[23],[],[]
[4],[29],[63]
[4],[],[]
[21],"[32, 29, 39]",[63]
[21],"[40, 39]",[63]
"[3, 4, 21]","[40, 33, 39]",[]
"[26, 4, 21]","[40, 32, 29]",[]
[],"[29, 31]",[90]
"[16, 1, 21, 0]","[32, 42, 28, 29, 30, 31]",[]
[21],"[40, 39]","[81, 63]"
"[4, 11, 20, 13]","[40, 28, 29]",[63]
[],[],[]
"[12, 21]","[32, 28, 29, 38]","[65, 63, 57]"
[21],"[28, 29]",[63]
[0],"[32, 35, 29]","[67, 63]"
"[26, 2, 4, 21]",[32],[63]
[],[30],[]
"[3, 4, 8, 12, 16, 26]","[32, 29, 31]",[63]
"[0, 3, 4, 21]","[38, 29, 30, 31]","[86, 63]"
"[16, 0, 26, 21]","[32, 39, 40, 29, 30]","[81, 90, 63]"
[21],"[32, 40, 31]","[90, 86, 63]"
"[0, 3, 4, 16, 21]","[29, 39]","[90, 63]"
"[16, 18, 21]","[29, 31]",[]
"[5, 20, 21]","[31, 29, 30, 39]",[63]
"[16, 4, 21, 14]","[29, 30]",[]
[],[40],"[90, 63]"
"[2, 3, 21]","[29, 39]","[67, 63]"
[21],[32],"[89, 63]"
"[0, 11, 21]","[31, 29, 39]",[]
"[0, 3, 4, 6, 22, 26]","[32, 29]",[90]
"[21, 23]",[],[]
"[12, 21]",[39],"[65, 63]"
"[0, 26]","[29, 31]",[64]
"[3, 21]",[],[86]
"[0, 26, 21]",[31],[]
[21],[],[]
[21],"[33, 35, 39, 40, 29]",[63]
"[2, 3, 21]",[],"[90, 63]"
"[16, 21]","[29, 38, 31]",[63]
"[2, 21]",[31],"[90, 63]"
"[10, 21, 23]","[41, 29, 39]","[74, 63]"
"[20, 21]","[29, 31]","[88, 63]"
[],"[32, 29]",[63]
[21],[],[]
"[27, 21]","[40, 29, 30]","[64, 90, 63]"
[21],[29],[]
"[4, 21]","[32, 39, 40, 29, 30]",[63]
"[4, 13, 16, 18, 21]","[28, 31]",[69]
[4],[29],[]
"[3, 4, 10, 13, 14, 21]","[35, 28, 29, 30, 31]",[63]
[21],"[40, 39]",[63]
"[4, 21]","[35, 28]","[64, 63]"
[21],"[29, 30]",[63]
[],"[40, 28, 29, 39]","[89, 65, 63]"
"[8, 1]","[31, 39]","[81, 85]"
"[0, 21, 23]","[32, 29]","[65, 63]"
"[3, 12, 21]","[30, 39]",[]
"[0, 2, 26]","[29, 31]",[]
"[0, 21]","[40, 31]",[85]
[21],[32],[63]
[],[],[]
"[3, 4]","[32, 39]",[63]
[21],[32],[63]
[],[39],[]
"[8, 12]","[29, 31]",[63]
"[3, 11, 13, 16, 21]","[28, 29, 31]","[64, 65, 63]"
"[0, 2, 3, 4, 12, 15, 16, 21]","[29, 31]",[]
"[16, 4, 21, 14]","[29, 30]",[]
[0],"[31, 29, 39]",[63]
"[4, 23]",[31],[46]
"[3, 4, 13, 21, 23]","[32, 28, 29]",[]
[21],"[29, 39]",[90]
"[4, 10, 13, 17, 20, 21]","[35, 28, 29, 39]","[82, 83, 63]"
"[0, 26, 3, 21]",[],[63]
[],"[35, 29]",[]
[21],[40],[63]
"[2, 12, 21, 14]","[42, 29, 30]","[90, 62, 63]"
"[0, 8]",[],"[82, 84]"
"[16, 3, 21]",[],[90]
"[0, 4, 8, 11, 12, 16, 21]",[29],"[64, 65, 90, 63]"
[13],"[35, 28, 29, 31]",[]
[6],"[28, 31]","[90, 63]"
"[0, 3, 13, 18, 21]",[29],[]
"[4, 21]","[42, 28]",[63]
"[13, 21]",[28],[]
"[24, 10, 21]","[32, 33, 39, 40, 29]",[63]
[0],"[32, 34, 38, 40, 28]",[63]
"[2, 26, 21]","[32, 29, 31]",[63]
"[0, 8, 11, 12, 14, 15, 16, 21]","[28, 29, 39]",[63]
"[8, 0, 3]",[],[]
[],"[28, 39]",[63]
[21],[],[63]
[21],[32],"[64, 63]"
"[3, 21]",[],[63]
[21],[],[63]
[],[],[63]
"[16, 4, 21]","[40, 32, 29, 30]",[63]
[21],[29],[63]
[],"[38, 31]",[63]
"[2, 21]","[40, 29, 39]","[65, 90]"
[11],"[29, 30]",[]
"[4, 13, 16, 20, 21, 26]",[29],[63]
"[10, 26]","[32, 40, 35, 29]",[64]
"[16, 11, 4, 20]","[29, 30]",[63]
"[0, 13, 3, 21]","[29, 30, 31]",[]
[21],[39],"[82, 63]"
[],"[40, 29, 31]",[63]
[21],[],[64]
[21],[],[]
[21],[32],[63]
"[4, 8, 12, 21, 26]",[],[]
[16],"[28, 29, 31]","[90, 63]"
"[21, 6]","[32, 40]",[86]
[21],"[32, 39]",[63]
"[4, 21]",[],[]
[21],"[32, 33]",[]
"[13, 11, 20, 21]",[29],[63]
[],"[29, 39]",[]
"[8, 13, 10, 21]","[32, 38, 29, 30, 31]",[]
[],"[32, 38]",[63]
"[4, 21]",[29],"[90, 63]"
"[21, 23]",[],[63]
[4],"[32, 28]",[63]
[21],[],[]
[],[31],[]
[21],[],[63]
[],[],[63]
"[0, 20, 4, 21]","[29, 39]",[]
"[0, 2, 21]","[32, 31, 39]",[63]
[21],[],[]
[21],[],[63]
[0],[31],"[90, 86, 63]"
[21],"[33, 42, 29, 39]","[48, 86, 63]"
[21],[],[]
[21],"[32, 33, 39, 28, 29]","[65, 57, 63]"
"[12, 21]","[32, 29, 39]","[64, 90, 63]"
"[16, 13]",[28],"[81, 83, 85]"
"[0, 2, 26, 3]",[],[90]
"[0, 21]",[29],"[90, 63]"
"[16, 3, 4]","[29, 31]",[63]
"[18, 3, 21]",[],"[68, 63]"
"[8, 4]","[29, 30]",[63]
[],[],[]
"[16, 3, 4, 21]",[31],[]
"[0, 18]",[],[]
"[0, 8, 21]",[39],[]
[21],"[40, 30, 39]","[81, 63]"
"[12, 21]","[33, 29, 30]","[51, 63]"
"[0, 3, 4, 8, 12, 15, 20, 21, 26]",[29],[63]
"[0, 26, 4, 21]",[35],[63]
[0],[],[63]
"[13, 21]","[32, 42, 28, 39]","[65, 82, 84, 63]"
"[2, 4]","[32, 33, 30]","[67, 62, 63]"
[21],"[35, 28, 29, 30, 31]","[64, 63]"
[21],[31],[]
"[8, 21]",[29],[90]
[21],"[40, 39]",[63]
[21],"[40, 28, 30]",[63]
"[16, 20, 13]","[42, 28, 29, 31]",[90]
[21],[29],[63]
[21],"[32, 33, 35, 39, 40, 42, 29]","[74, 46, 63]"
"[3, 21]","[28, 29]","[90, 86]"
"[26, 20, 13, 6]","[35, 39, 28, 29, 31]",[65]
[4],"[33, 29, 30, 31]",[63]
"[0, 3, 21]","[40, 28]","[81, 83, 84, 85, 63]"
[0],[35],[63]
[21],"[42, 31, 29, 39]",[63]
[],[],[63]
"[8, 21]","[28, 29, 30]",[]
"[10, 12, 4, 21]","[28, 29]","[64, 65, 63]"
[21],[32],[]
"[0, 4, 10, 13, 16, 20, 21]","[35, 28, 29, 39]",[57]
"[0, 16, 21]",[40],[]
"[10, 3, 12, 21]","[32, 29]","[90, 63]"
"[4, 21]","[32, 38, 39, 40, 29, 30]",[65]
[21],"[32, 29]",[67]
"[26, 3, 4]","[28, 29, 30]","[89, 65, 90, 63]"
"[4, 21]","[35, 39, 30, 31]",[63]
"[0, 21]","[28, 29]",[63]
"[16, 11]",[],"[64, 63]"
[21],"[29, 39]",[63]
"[16, 4, 21]","[32, 28, 31, 39]",[63]
"[16, 3, 4, 21]",[31],[]
"[0, 3, 8, 16, 21]","[40, 39]",[90]
"[0, 26, 3, 21]","[32, 31, 29, 39]",[63]
"[0, 4, 21]","[35, 29]",[]
"[0, 13, 3, 21]","[29, 30, 31]",[]
"[3, 4, 21]","[29, 30]",[]
"[0, 8, 21]","[40, 29, 39]","[90, 86, 63]"
"[0, 4, 12, 16, 21, 23]","[32, 40, 29, 39]",[63]
"[16, 0, 2, 3]","[40, 33, 32, 29]","[90, 63]"
"[0, 21]","[29, 38]",[]
"[0, 3, 4]",[39],[90]
"[0, 4, 12, 16, 26]","[42, 29]",[]
[21],"[32, 39]",[63]
[21],[],"[90, 63]"
[21],[40],"[88, 90]"
[],[39],[65]
"[8, 0, 4]",[31],"[90, 63]"
[10],"[33, 40, 42, 29, 30, 31]","[90, 63]"
"[0, 4]","[32, 29]",[]
[],[],[63]
"[4, 20, 21, 6]","[42, 35, 29, 31]",[63]
[21],[],"[83, 63]"
"[0, 8, 4, 21]","[28, 29, 30]",[64]
"[0, 4, 21]",[],[63]
[3],[40],[]
[21],"[32, 40, 29]",[]
"[0, 16, 21, 8]",[39],[63]
[4],"[35, 28, 29]",[63]
"[1, 21]","[32, 33, 40, 39]",[]
[21],"[40, 29, 30]","[68, 63]"
"[0, 16, 5]","[38, 39, 42, 28, 29, 30]","[64, 63]"
"[16, 15]",[40],[63]
"[0, 21]","[35, 29, 30]",[]
"[8, 27, 4, 21]",[29],"[65, 63]"
"[0, 8, 11]","[35, 40, 42, 28, 29, 30, 31]","[90, 63]"
[21],[32],"[88, 90, 63]"
"[18, 3, 21]",[],"[68, 63]"
[0],[],[]
"[3, 2, 26, 21]",[29],[63]
"[0, 2, 26, 3]","[28, 39]","[65, 90]"
[21],"[40, 39]",[63]
[3],[40],[]
[],[],[63]
[],"[42, 39]","[65, 63]"
"[3, 4, 18, 21, 26]","[40, 28, 38]",[63]
"[1, 3, 8, 12, 21, 26]","[32, 33, 39, 40, 29]",[90]
[21],[],[90]
"[8, 6]",[],[]
"[4, 21]","[32, 39, 40, 28, 29, 31]",[63]
[21],[],"[83, 63]"
"[2, 3, 4, 21]",[29],[]
[21],[],[63]
"[16, 11, 21]",[],"[64, 63]"
"[0, 2, 3, 12, 21]","[32, 28, 29, 31]","[88, 90, 67, 63]"
[],[],[]
"[16, 8, 11, 21]","[40, 29, 30]",[]
"[16, 21]",[28],"[90, 63]"
"[11, 21]","[28, 29, 30, 39]","[90, 63]"
"[0, 12, 21]","[32, 40, 29]","[88, 90, 63]"
"[0, 4, 11, 13, 16, 20]","[28, 30]",[]
"[16, 13, 21]","[28, 29, 30]","[90, 63]"
"[21, 6]","[40, 28]","[81, 83, 84, 85]"
"[16, 21]","[28, 29]","[82, 84, 63]"
"[0, 3, 12, 21]",[31],[]
"[16, 12, 6, 15]","[38, 39, 28, 29, 31]","[82, 63]"
[21],[32],"[70, 63]"
[21],"[40, 32, 29]","[90, 67, 62]"
[21],"[32, 31]",[65]
[21],"[40, 39]",[]
"[8, 21]","[35, 29, 39]","[82, 86, 63]"
[],[],[57]
[21],"[42, 29]","[65, 63]"
[21],[30],"[62, 63]"
"[18, 3, 21]",[],"[68, 63]"
[21],[],[63]
"[0, 2, 3, 13, 16, 21]","[38, 40, 28, 29, 31]",[]
"[8, 20, 21, 14]","[31, 29, 39]",[63]
"[0, 3, 11, 12, 16, 21]","[38, 39, 40, 28, 29]",[63]
"[3, 8, 12, 13, 14, 16, 21]",[35],"[90, 62, 63]"
"[0, 21]","[29, 39]","[90, 63]"
"[0, 21]","[35, 29]","[65, 63]"
[],[28],[65]
"[0, 4, 14]","[32, 39, 40, 29, 30, 31]","[90, 63]"
"[16, 8, 21, 0]","[29, 31]",[]
"[10, 11, 4, 21]","[40, 28, 29, 30]","[90, 67, 63]"
"[0, 4, 21]",[29],[]
[4],[],[]
[21],"[35, 29]",[63]
[10],"[33, 40, 42, 29, 30, 31]","[90, 63]"
[8],"[32, 39, 40, 28, 29, 31]","[90, 63]"
"[0, 26, 3, 21]",[40],[64]
"[8, 4, 21]",[39],[]
"[8, 21]",[35],"[48, 63]"
"[11, 4]","[29, 30, 39]","[67, 63]"
"[11, 21]",[35],[64]
"[26, 12, 21]","[32, 29]",[63]
"[3, 21]",[],[63]
[21],[],[]
[0],[],"[90, 63]"
"[0, 4, 5, 13, 16, 26]","[32, 35, 29, 30]","[64, 67, 52, 63]"
"[26, 21]","[32, 29, 38]","[90, 68, 63]"
"[21, 23]","[32, 31, 29, 39]",[]
[21],"[42, 35, 29, 30]","[67, 63]"
"[0, 2, 26, 21]",[29],[90]
"[1, 11, 21]",[40],[]
"[3, 21]",[29],[63]
[21],"[32, 40, 29, 39]",[63]
"[16, 13]","[42, 35, 29, 31]",[]
"[2, 26, 21]","[40, 29]",[63]
"[0, 2, 3, 13, 16, 21]","[28, 29, 38, 31]","[70, 63]"
"[18, 3, 21]","[42, 39]","[65, 63]"
"[16, 0, 12, 21]","[32, 29, 38, 39]","[90, 63]"
"[0, 21]","[32, 33, 35, 39, 40, 29]",[63]
"[0, 13, 3, 21]","[40, 29, 39]",[63]
"[0, 8, 11, 20, 21]","[29, 30]","[64, 84]"
"[9, 4, 21]",[40],[]
"[2, 21]",[29],[90]
"[0, 26]","[31, 29, 39]",[63]
[21],"[29, 30]","[90, 63]"
[],"[28, 29]","[88, 90]"
"[0, 3, 21]","[40, 28, 29]","[81, 83, 84, 85, 63]"
"[4, 13]",[31],[86]
"[3, 4, 21]",[],[]
"[8, 4, 21]",[28],[74]
[],"[32, 29, 39]",[63]
[21],"[32, 34, 39, 28, 29]","[64, 63]"
[21],"[32, 28, 29, 39]",[64]
"[21, 6, 22]",[32],[63]
"[8, 0, 12, 21]","[40, 29, 31]",[51]
[21],[],[63]
[21],"[29, 31]","[90, 63]"
[21],[],[63]
"[0, 26, 4, 21]","[40, 32, 29]",[63]
"[10, 21]","[28, 29, 31]","[65, 63]"
[21],[],[63]
"[8, 0, 4]","[40, 29]",[90]
[8],[31],[]
"[0, 6, 8, 21, 27]","[29, 39]","[86, 63]"
"[8, 21]",[29],[90]
[21],"[40, 29, 39]",[]
"[0, 4, 6]",[29],[]
"[4, 21]","[40, 42, 29, 39]",[63]
[21],[32],"[67, 63]"
"[3, 2, 26, 21]",[29],[]
"[0, 4, 21]","[29, 30, 39]",[]
[21],[],[63]
"[3, 2, 26, 21]",[29],[63]
[21],[29],[63]
[21],[31],"[74, 63]"
"[0, 21]",[29],[64]
[8],[],[]
"[0, 8, 11, 20, 21]","[40, 29, 30]","[64, 84]"
[],[29],[63]
[21],[],"[90, 63]"
"[2, 11, 15, 16, 21]","[39, 28, 29, 30, 31]","[90, 63]"
"[13, 3, 4, 21]","[29, 30]","[90, 63]"
[21],"[29, 39]",[90]
"[0, 3, 12, 16, 21]","[29, 39]","[90, 63]"
"[4, 21]","[32, 35]",[67]
"[3, 4, 21]",[],"[90, 63]"
"[8, 18, 11, 14]",[],[]
[21],[],"[83, 63]"
[],[],[63]
"[11, 1, 3, 21]","[33, 39, 40, 42, 28, 29, 31]","[90, 63]"
[21],[],[63]
"[0, 11, 20, 13]","[42, 30]",[]
"[0, 21]",[],[]
"[8, 6]",[28],[63]
"[16, 0, 11, 21]","[32, 40, 28, 29, 30, 31]",[63]
[21],[],[63]
"[1, 13, 21]","[42, 29, 31]","[67, 63]"
"[26, 20, 13]","[28, 29, 30, 31]","[64, 63]"
[21],[29],[63]
[21],"[28, 39]",[63]
"[26, 2, 3, 21]","[28, 31, 29, 39]","[82, 63]"
[],[30],[]
"[0, 21]","[29, 39]",[63]
[21],[31],[63]
[],[28],"[64, 63]"
"[0, 21]","[35, 29, 39]","[44, 63]"
[21],"[29, 28, 31, 39]",[63]
[21],[40],[63]
[21],[],[90]
"[4, 21]","[35, 38, 39, 29, 30, 31]","[44, 63]"
"[26, 4, 21]","[32, 29]",[63]
"[3, 21]",[32],"[62, 63]"
"[0, 3, 8, 20, 26]","[34, 39, 40, 42, 28, 29]","[88, 90, 63]"
"[13, 3, 21]","[32, 29, 30]",[]
[21],"[28, 29, 30]",[64]
"[16, 11, 4, 20]","[29, 30]",[63]
"[3, 19, 20]","[32, 29, 39]",[]
"[0, 2, 3, 13, 16, 21]","[28, 29, 38, 31]",[63]
"[4, 21]","[40, 32, 29, 39]","[90, 62]"
"[0, 26, 21]","[28, 29, 31]","[90, 63]"
"[0, 26, 4, 21]",[35],[]
"[8, 4, 21, 23]","[42, 29, 30, 31]",[65]
"[3, 0, 11, 6]","[40, 29]","[64, 63]"
[],[28],"[64, 63]"
"[16, 8, 21, 0]","[29, 31]",[]
[],[29],[]
[21],"[40, 29, 30, 39]","[90, 63]"
"[11, 1, 3, 21]","[33, 39, 40, 42, 28, 29]","[90, 63]"
[16],"[28, 29, 31]","[90, 63]"
"[0, 4, 10, 16, 21]","[29, 31]",[]
[4],[29],[]
[21],"[35, 28, 29, 38]",[]
[21],"[32, 31]",[63]
"[18, 21]","[32, 40, 35]",[]
"[0, 8, 21]","[40, 35, 29, 31]","[64, 63]"
"[3, 4]","[39, 31]","[90, 63]"
[21],"[28, 31]",[63]
"[3, 21]",[],[63]
"[0, 3, 4, 12, 13, 18, 20, 26]","[29, 31]",[90]
"[16, 3, 4, 21]","[32, 38, 39, 28, 29, 30]","[88, 90, 63]"
"[18, 21, 23]",[39],"[48, 63]"
"[8, 3, 12, 14]","[32, 31, 29, 39]","[90, 63]"
"[8, 21]","[35, 28, 29, 30]","[82, 63]"
"[0, 16, 21]",[],"[90, 63]"
"[0, 2, 26, 21]","[40, 29]","[64, 63]"
[6],[29],[]
[21],[32],[]
"[4, 21]","[32, 29, 30, 31]",[63]
[0],"[32, 40, 35]",[]
[4],[32],"[90, 63]"
[],[],[]
[21],[],[]
"[8, 13, 21]","[40, 28, 29]",[]
"[3, 2, 26, 21]",[29],[]
[21],"[29, 39]",[]
[21],"[40, 39]","[90, 86, 63]"
"[0, 3, 10, 21, 26]","[32, 29]",[]
"[0, 4, 13]",[28],"[63, 79]"
"[4, 13, 16, 20, 21, 26]","[29, 39]",[63]
"[0, 3, 21]","[29, 30, 31]",[67]
"[0, 16]",[35],"[65, 63]"
[11],[],[]
[],[29],[90]
"[4, 21]","[39, 29, 31]","[64, 63]"
"[0, 16]",[29],[90]
"[2, 8, 10, 12, 21]","[38, 39, 40, 42, 29]","[90, 63]"
[21],[39],[63]
"[3, 8, 14, 15, 21]","[40, 29, 30]",[90]
[],[],[]
"[8, 0, 3, 20]",[],"[90, 70, 63]"
"[0, 11, 21]","[31, 28, 29, 39]","[90, 63]"
"[0, 3, 4, 16, 21]",[39],[77]
"[3, 8, 12, 21, 26]",[29],[90]
"[10, 4, 21]",[42],"[67, 63]"
"[2, 3, 4, 8, 12, 26]","[28, 29]",[85]
"[0, 11, 4, 12]","[35, 28, 29, 30, 31]",[]
"[0, 16]","[32, 39, 40, 29, 30, 31]",[90]
"[16, 26, 10, 4]","[28, 29, 39]",[63]
"[10, 4, 23]","[32, 29, 30, 31]","[64, 63]"
[21],"[40, 28]",[63]
[21],"[40, 39]",[63]
[21],"[32, 29, 39]",[]
[0],[40],[]
[],[],[]
[21],"[32, 33, 39, 40, 29, 31]","[90, 63]"
"[4, 14, 16, 18, 21, 23]",[31],[]
[],"[40, 29]",[]
"[0, 8, 12, 14, 23]","[35, 39, 40, 29, 31]",[88]
"[16, 21]","[32, 40, 29]","[81, 90, 63]"
"[4, 21]",[29],"[67, 63]"
[21],"[35, 28, 29, 30]",[63]
"[0, 2, 3, 13, 16, 21]","[29, 38, 31]",[63]
"[0, 21]",[28],"[81, 82, 83, 84, 85]"
[21],[39],"[90, 63]"
"[16, 10, 4, 21]","[38, 39, 28, 29, 30, 31]","[64, 63]"
"[12, 4]",[31],[]
"[12, 21]","[42, 39]",[63]
"[13, 20, 21]","[40, 29, 39]","[90, 63]"
"[0, 12, 21, 23]","[32, 29, 38, 39]","[65, 90, 63]"
"[16, 13, 4, 21]","[39, 29, 31]",[]
"[0, 8]",[29],[63]
"[8, 0, 4]","[40, 29]",[]
[8],[29],[63]
[8],[],[]
[21],"[32, 39]",[63]
[21],[29],[]
"[0, 3, 21]","[29, 31]",[90]
"[0, 26, 3]",[29],"[81, 63]"
"[3, 21]",[32],[63]
"[4, 21]","[28, 29, 31]",[63]
"[20, 21]",[],[90]
"[0, 2, 21]",[39],[90]
"[0, 11, 21]","[33, 39, 40, 42, 29, 30]","[90, 63]"
"[0, 4, 23]","[39, 29, 31]",[74]
[21],"[32, 40]",[90]
"[0, 12, 4, 21]","[32, 38, 39, 40, 29]","[90, 63]"
"[8, 3, 21]","[40, 31, 39]",[63]
"[16, 4, 21]","[32, 29, 30, 31]","[64, 57, 63]"
[21],[39],[90]
"[12, 21]",[],"[81, 85]"
"[11, 21]","[29, 30]",[63]
[21],"[28, 29]",[63]
